DT_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASILEIRO,PAIS,UF_COMPLEXO,MUNICIPIO_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA,PUBLICO
2023-02-15,TITANIC,TITANIC 3D, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-03-03,MISSING,DESAPARECIDA, Estados Unidos,RS,CANOAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,35
2023-05-18,BED REST,O NASCIMENTO DO MAL, Estados Unidos,MG,DIVINÓPOLIS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,68
2023-03-21,JOHN WICK,DE VOLTA AO JOGO," Canadá, China, Estados Unidos",MG,BELO HORIZONTE,SM DISTRIBUIDORA DE FILMES LTDA,8
2023-01-31,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,MA,IMPERATRIZ,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,4
2023-06-17,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,CE,PACAJUS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,29
2023-03-14,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,MS,CAMPO GRANDE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,25
2023-03-09,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,PR,FOZ DO IGUAÇU,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,21
2023-01-05,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,71
2023-05-12,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,4
2023-01-15,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,88
2023-02-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,CONTAGEM,WARNER BROS. (SOUTH) INC.,17
2023-04-19,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,30
2023-01-04,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PR,FOZ DO IGUAÇU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,196
2023-04-20,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RN,NATAL,WARNER BROS. (SOUTH) INC.,128
2023-01-16,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RO,PORTO VELHO,WARNER BROS. (SOUTH) INC.,213
2023-06-02,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,MAUÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,294
2023-03-08,WOMEN TALKING,ENTRE MULHERES, Estados Unidos,AL,MACEIÓ,WARNER BROS. (SOUTH) INC.,34
2023-02-01,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,ES,GUARAPARI,WARNER BROS. (SOUTH) INC.,31
2023-05-06,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RS,CANOAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,453
2023-04-09,TCHAIKOVSKY'S WIFE,A ESPOSA DE TCHAIKOVSKY, França,DF,BRASÍLIA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,41
2023-03-05,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,111
2023-02-05,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,SP,VOTORANTIM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,75
2023-01-02,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,76
2023-06-18,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,97
2023-04-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PR,PARANAVAÍ,WARNER BROS. (SOUTH) INC.,30
2023-05-23,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,76
2023-01-25,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,RESENDE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,40
2023-01-29,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ARAÇATUBA,WARNER BROS. (SOUTH) INC.,22
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,SÃO JOÃO DE MERITI,WARNER BROS. (SOUTH) INC.,90
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,11
2023-01-20,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,163
2023-03-01,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SE,ARACAJU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,8
2023-01-02,TERRIFIER 2,TERRIFIER 2, Estados Unidos,CE,CASCAVEL,WMIX DISTRIBUIDORA LTDA.,8
2023-03-13,MISSING,DESAPARECIDA, Estados Unidos,CE,FORTALEZA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,13
2023-03-21,SCREAM VI,PÂNICO VI, Estados Unidos,SP,MAUÁ,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,66
2023-01-02,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SC,MAFRA,WARNER BROS. (SOUTH) INC.,29
2023-03-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,BA,PAULO AFONSO,WARNER BROS. (SOUTH) INC.,23
2023-02-13,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,23
2023-02-21,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RS,CANOAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,91
2023-04-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,157
2023-05-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,PRESIDENTE PRUDENTE,WARNER BROS. (SOUTH) INC.,22
2023-02-21,PEARL,PEARL, Estados Unidos,GO,GOIÂNIA,CINECOLOR DO BRASIL LTDA,37
2023-02-23,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,ARAPONGAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,4
2023-01-23,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,JUIZ DE FORA,WARNER BROS. (SOUTH) INC.,177
2023-05-11,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RN,NATAL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,68
2023-04-26,SUZUME,SUZUME, Japão,MA,SÃO JOSÉ DE RIBAMAR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,3
2023-05-02,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,SÃO PAULO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,61
2023-01-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,261
2023-06-05,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PE,JABOATÃO DOS GUARARAPES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,247
2023-02-18,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,RJ,RIO DE JANEIRO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,48
2023-02-26,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SE,ITABAIANA,WARNER BROS. (SOUTH) INC.,17
2023-04-16,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,GUARULHOS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,18
2023-03-02,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,AP,MACAPÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-02-25,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,ARCOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,8
2023-03-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,NITERÓI,WARNER BROS. (SOUTH) INC.,2
2023-06-08,THE BLACK DEMON,O DEMÔNIO DOS MARES, República Dominicana,SP,CAMPINAS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,185
2023-03-06,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PI,PICOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,10
2023-05-10,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,OSASCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,220
2023-01-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,GO,ANÁPOLIS,WARNER BROS. (SOUTH) INC.,276
2023-04-18,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",RJ,MACAÉ,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,27
2023-05-30,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,AL,MACEIÓ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,172
2023-02-08,PROJECT GEMINI,GEMINI: O PLANETA SOMBRIO, Rússia,MA,SÃO LUÍS,SM DISTRIBUIDORA DE FILMES LTDA,28
2023-03-18,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,69
2023-01-16,NAS ONDAS DA FÉ,, Brasil,PA,BELÉM,WMIX DISTRIBUIDORA LTDA.,2
2023-05-02,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,SC,SÃO BENTO DO SUL,SM DISTRIBUIDORA DE FILMES LTDA,2
2023-05-01,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,106
2023-01-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,WARNER BROS. (SOUTH) INC.,2
2023-06-06,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,MOGI DAS CRUZES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,194
2023-05-27,ABOUT MY FATHER,MEU PAI É UM PERIGO, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,SM DISTRIBUIDORA DE FILMES LTDA,3
2023-02-08,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,MG,BETIM,WARNER BROS. (SOUTH) INC.,9
2023-06-18,THE FLASH,THE FLASH, Estados Unidos,AL,MACEIÓ,WARNER BROS. (SOUTH) INC.,44
2023-01-02,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,BA,SALVADOR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,131
2023-05-06,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,328
2023-02-15,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PE,OLINDA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,31
2023-05-07,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,281
2023-01-09,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,129
2023-01-20,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ITAQUAQUECETUBA,WARNER BROS. (SOUTH) INC.,8
2023-02-07,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",BA,CAMAÇARI,WMIX DISTRIBUIDORA LTDA.,15
2023-01-08,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,PETRÓPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-04-01,SCREAM VI,PÂNICO VI, Estados Unidos,RO,PORTO VELHO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,13
2023-06-06,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,FRANCA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,263
2023-05-08,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,78
2023-03-23,SCREAM VI,PÂNICO VI, Estados Unidos,SP,MOGI DAS CRUZES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,30
2023-02-09,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,PARÁ DE MINAS,WARNER BROS. (SOUTH) INC.,5
2023-01-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,196
2023-04-20,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,SÃO PAULO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,128
2023-02-02,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RESENDE,WARNER BROS. (SOUTH) INC.,28
2023-01-31,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO JOÃO DA BOA VISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,15
2023-06-24,ELEMENTAL,ELEMENTOS, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,19
2023-02-21,ANDANÇA - OS ENCONTROS E AS MEMÓRIAS DE BETH CARVALHO,, Brasil,RJ,RIO DE JANEIRO,TV ZERO CINEMA LTDA,37
2023-02-25,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,MAUÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,326
2023-02-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,DIADEMA,WARNER BROS. (SOUTH) INC.,120
2023-04-20,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,PR,MEDIANEIRA,WARNER BROS. (SOUTH) INC.,34
2023-02-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PA,MARABÁ,WARNER BROS. (SOUTH) INC.,62
2023-06-11,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,BA,SALVADOR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,87
2023-05-10,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,CE,FORTALEZA,SM DISTRIBUIDORA DE FILMES LTDA,14
2023-06-21,THE FLASH,THE FLASH, Estados Unidos,PA,ANANINDEUA,WARNER BROS. (SOUTH) INC.,16
2023-03-01,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,JUNDIAÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,26
2023-05-25,SWORD ART ONLINE THE MOVIE - PROGRESSIVE- SCHERZO OF DEEP NIGHT,SWORD ART ONLINE PROGRESSIVE: SCHERZO DO CREPÚSCULO SOMBRIO, Japão,PE,RECIFE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,8
2023-04-29,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,54
2023-05-10,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,LORENA,WARNER BROS. (SOUTH) INC.,3
2023-01-15,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,VIÇOSA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,129
2023-03-11,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,WARNER BROS. (SOUTH) INC.,83
2023-03-08,BABYLON,BABILÔNIA, Estados Unidos,SP,VOTORANTIM,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,14
2023-05-11,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,27
2023-01-26,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,30
2023-01-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,GUARULHOS,WARNER BROS. (SOUTH) INC.,61
2023-05-05,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,28
2023-03-14,SCREAM VI,PÂNICO VI, Estados Unidos,RS,SANTA MARIA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,24
2023-05-08,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,21
2023-01-09,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SC,BLUMENAU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,31
2023-01-20,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,BA,SALVADOR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,22
2023-03-25,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,CAMPOS DOS GOYTACAZES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,152
2023-02-03,THE FABELMANS,OS FABELMANS, Estados Unidos,SC,FLORIANÓPOLIS,WARNER BROS. (SOUTH) INC.,7
2023-01-27,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,BA,SALVADOR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,41
2023-02-15,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,105
2023-06-25,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,39
2023-02-02,AFTERSUN,AFTERSUN," Estados Unidos, Reino Unido",GO,GOIÂNIA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,4
2023-05-06,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,359
2023-03-12,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,55
2023-06-29,THE FLASH,THE FLASH, Estados Unidos,SP,SÃO VICENTE,WARNER BROS. (SOUTH) INC.,281
2023-05-26,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,GO,ITUMBIARA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,17
2023-04-07,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,168
2023-02-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,INDAIATUBA,WARNER BROS. (SOUTH) INC.,4
2023-05-02,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,MG,BETIM,WARNER BROS. (SOUTH) INC.,42
2023-05-12,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,LIMEIRA,WARNER BROS. (SOUTH) INC.,2
2023-02-07,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,PB,JOÃO PESSOA,WARNER BROS. (SOUTH) INC.,1
2023-06-01,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,11
2023-05-22,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,CE,FORTALEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,169
2023-03-08,SCREAM VI,PÂNICO VI, Estados Unidos,PB,JOÃO PESSOA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,49
2023-04-14,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,GUARULHOS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,68
2023-04-21,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,ITU,WARNER BROS. (SOUTH) INC.,396
2023-05-30,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO JOSÉ DO RIO PRETO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,21
2023-06-22,ELEMENTAL,ELEMENTOS, Estados Unidos,MG,BETIM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,19
2023-05-03,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,DF,BRASÍLIA,SM DISTRIBUIDORA DE FILMES LTDA,5
2023-06-14,THE FLASH,THE FLASH, Estados Unidos,SP,PRAIA GRANDE,WARNER BROS. (SOUTH) INC.,47
2023-06-30,THE FLASH,THE FLASH, Estados Unidos,GO,ANÁPOLIS,WARNER BROS. (SOUTH) INC.,52
2023-05-16,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,69
2023-05-23,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,53
2023-05-03,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-01-11,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,6
2023-01-17,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,CONTAGEM,WARNER BROS. (SOUTH) INC.,574
2023-04-19,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,71
2023-04-10,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAJAMAR,WARNER BROS. (SOUTH) INC.,18
2023-05-09,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,MARÍLIA,WARNER BROS. (SOUTH) INC.,16
2023-05-24,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,14
2023-03-03,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO JOSÉ DO RIO PRETO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-02-18,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,40
